text_id,text,domain,sentiment,sarcasm,version,source,language
2655b5a1-ce28-4834-8a12-dc95a2032727,แอปโอเคมาก,platform,Positive,FALSE,clean,synthetic_wisesight_like_hard,th
601f43ac-fbd6-441d-9d7e-441df90b8398,ถือว่าความใส่ใจทำได้ดี เอาเถอะ ✨,service,Positive,FALSE,clean,synthetic_wisesight_like_hard,th
6a173762-596a-493e-9fb2-15095027012f,บริการก็โอเค,service,Neutral,FALSE,clean,synthetic_wisesight_like_hard,th
c5f4ee57-cbec-44c4-8fb7-084b7df5871e,พนักงานดีนะ ทว่า บริการยังต้องปรับ อย่างแรง สรุปคือไม่โอเค 🙄,service,Negative,FALSE,noisy,synthetic_wisesight_like_hard,th
09e1773c-abb3-461f-aa69-55b7267b0c7b,การตอบกลับแย่กว่าที่คิด 🙄,service,Negative,FALSE,noisy,synthetic_wisesight_like_hard,th
d011e9df-b7aa-422c-aedb-876f6c8fa977,ผิดหวังกับคุณภาพ 😒,product,Negative,FALSE,noisy,synthetic_wisesight_like_hard,th
5e5dbe4b-1f07-4f6c-a07d-50b5117e3306,ถือว่าพนักงานทำได้ดี,service,Positive,FALSE,clean,synthetic_wisesight_like_hard,th
17e2e8f9-7175-41f9-816f-14db43e7762c,การดูแลดีนะ แต่ การดูแลยังต้องปรับ แทบจะ เดี๋ยวค่อยดูอีกที อะ,service,Neutral,FALSE,clean,synthetic_wisesight_like_hard,th
48fb74b8-a58f-42ae-968f-710be51cd8ba,พนักงานกลางๆ,service,Neutral,FALSE,clean,synthetic_wisesight_like_hard,th
7433b0e1-f3e4-408b-a171-719d75a2953e,สภาพกล่องดีกว่าเดิมนิดนึง แต่อย่างนึงยังไม่สุด ยังตัดสินไม่ได้ งงมาก,delivery,Neutral,FALSE,clean,synthetic_wisesight_like_hard,th
8d5178b8-6000-44a5-94f2-30334e6fa45e,ถือว่าความใส่ใจทำได้ดี,service,Positive,FALSE,clean,synthetic_wisesight_like_hard,th
1fc4a432-d40a-452f-84f2-62be2acb2456,การตอบกลับเหมือนจะดีขึ้น ทว่ายังงงๆอยู่ รวมๆคือโอเคมาก,service,Positive,FALSE,clean,synthetic_wisesight_like_hard,th
e156da4a-32e7-45c8-a6a5-61ce37858c76,บริการโอเคนะ แต่อย่างนึงแอปแรงไปหน่อย สรุปคือไม่โอเค,service,Negative,FALSE,clean,synthetic_wisesight_like_hard,th
ccc39e64-b732-4e72-9a71-1f5889a21458,พนักงานดีกว่าเดิมนิดนึง แต่อย่างนึงยังไม่สุด ก็พอได้อยู่!!!,service,Neutral,FALSE,clean,synthetic_wisesight_like_hard,th
8145e08f-7138-4217-934c-6d9f9bb9569c,ชอบจัดส่งนะ,delivery,Positive,FALSE,clean,synthetic_wisesight_like_hard,th
3f839016-6985-438a-ad87-f9f62f0080d5,จัดส่งไม่โอเค้,delivery,Negative,FALSE,noisy,synthetic_wisesight_like_hard,th
b358593b-a11d-47be-ae6a-daf672bec659,สุดยอดเรยค่ะ สภาพกล่องควรปรับปรุง เฉยๆ,delivery,Negative,TRUE,noisy,synthetic_wisesight_like_hard,th
f256745b-2e99-4e08-9fc5-18533f3c37df,ดีมากกก ความใส่ใจโอเค้นะ ทว่าแพ็กของแรงไปหน่อย สรุปคือพอใจนะ 👍,service,Positive,TRUE,noisy,synthetic_wisesight_like_hard,th
68f3193a-30da-48a0-a426-c0b731ee63b6,สินค้าดีกว่าเดิมนิดนึง แต่ก็ยังไม่สุด ยังตัดสินม่ายด้าย เฉยๆ,product,Neutral,FALSE,clean,synthetic_wisesight_like_hard,th
11edb14c-5be5-45f4-8354-451d47e9100d,สภาพกล่องไม่แย่ ทว่าก็ไม่ได้ดีขนาดนั้น ยังตัดสินไม่ได้,delivery,Neutral,FALSE,clean,synthetic_wisesight_like_hard,th
ff2307fc-bf3b-4454-859c-aa2a1713d217,การชำระเงินดีกว่าเดิมนิดนึง แต่ว่ายังไม่สุด คงไม่ใช้ต่อ,platform,Negative,FALSE,clean,synthetic_wisesight_like_hard,th
703430c8-c347-46b5-bb2f-1938848d7b59,ความรวดเร็วโอเค้ม้าก 😊,delivery,Positive,FALSE,noisy,synthetic_wisesight_like_hard,th
c5465f49-6ecf-45e4-b9af-d8e5f4685de9,การใช้งานโอเคมาก อะ,platform,Positive,FALSE,clean,synthetic_wisesight_like_hard,th
d42cf840-0fee-4b2c-b538-8eb7c3b5c0f1,ถือว่าความใส่ใจทำได้ดี นะ 🙂,service,Positive,FALSE,clean,synthetic_wisesight_like_hard,th
e207ce05-92e1-413e-b9ab-2ff0d0afd238,แพ็กของไม่แย่ แต่ว่าก็ไม่ได้ดีขนาดนั้น ยังตัดสินไม่ได้,delivery,Neutral,FALSE,clean,synthetic_wisesight_like_hard,th
b074fc67-9e18-402b-b693-719b27e3e5f9,บริการแบบนี้โอเค้จริงเหรอ แต่รู้สึกไม่ค่อยใช่ ก็พอได้อยู่ เฉยๆ 🫠!!!,service,Neutral,FALSE,noisy,synthetic_wisesight_like_hard,th
634a6dcf-65a8-469f-bab1-79b5bad400cd,เก่งมากเลยนะ ประสบการณ์ไม่แย่ แต่ว่าก็ม่ายด้ายดีขนาดนั้น รวมๆคือโอเค้มาก แม่ง,platform,Positive,TRUE,noisy,synthetic_wisesight_like_hard,th
16716ffb-4210-4937-9bef-ff970877871b,wow เก่งจัง การใช้งานโอเคนะ แต่ว่าการดูแลแรงไปหน่อย สรุปคือไม่โอเค แหละ,platform,Negative,TRUE,clean,synthetic_wisesight_like_hard,th
3acffaaa-3504-418f-bc96-09b41ddce545,ชอบประสบการณ์นะ ประมาณนั้น ✨,platform,Positive,FALSE,clean,synthetic_wisesight_like_hard,th
4830bf0b-31cc-4e8c-86ca-ae335bac6747,ดีมากกก ชอบระบบนะ,platform,Positive,TRUE,clean,synthetic_wisesight_like_hard,th
ea1a00f4-026b-4158-876d-93c5772efe74,การดูแลควรปรับปรุง,service,Negative,FALSE,clean,synthetic_wisesight_like_hard,th
f02f1412-1145-4765-a22d-1b449a58c9bd,แอปควรปรับปรุง,platform,Negative,FALSE,clean,synthetic_wisesight_like_hard,th
b504ce9e-7951-47d5-9ccc-00cd41b874eb,ระบบแย่กว่าที่คิด,platform,Negative,FALSE,clean,synthetic_wisesight_like_hard,th
81c53937-33c8-421f-9142-5550942c4125,สุดยอดเรยค่ะ ราคาเหมือนจะดีขึ้น แต่อย่างนึงยังงงๆอยู่ ก็พอได้อยู่,product,Neutral,TRUE,noisy,synthetic_wisesight_like_hard,th
69681120-3844-4f5a-bc55-1eabd02bbfb2,ชอบการใช้งานนะ 👍,platform,Positive,FALSE,clean,synthetic_wisesight_like_hard,th
c4f5e869-4014-4108-b884-54be24702cdf,ความใส่ใจไม่แย่ ทว่าก็ไม่ได้ดีขนาดนั้น คงไม่ใช้ต่อ,service,Negative,FALSE,clean,synthetic_wisesight_like_hard,th
020a34dd-cc43-4d64-981a-4a841c535f59,ชอบราคานะ,product,Positive,FALSE,clean,synthetic_wisesight_like_hard,th
bf348107-c2e7-47e5-a719-a587381c4d98,ราคาดีกว่าเดิมนิดนึง แต่คือยังไม่สุด รวมๆคือโอเคม้าก 👍,product,Positive,FALSE,noisy,synthetic_wisesight_like_hard,th
52dc232d-74a2-497d-8a35-721b1b6401b6,แอปกลางๆ ถือว่าได้,platform,Neutral,FALSE,clean,synthetic_wisesight_like_hard,th
b9553288-a766-42f3-907d-3da814228ca7,คุณภาพแบบนี้โอเคจริงเหรอ แต่ว่ารู้สึกไม่ค่อยใช่ รวมๆคือโอเคมาก ฟีลแบบ อะ 🙂,product,Positive,FALSE,clean,synthetic_wisesight_like_hard,th
06008e05-1dfe-415a-a274-fd0717b8f308,การใช้งานดีนะ ทว่า ระบบยังต้องปรับ เกิ๊น โดยรวมยังชอบอยู่ แม่ง 🙂,platform,Positive,FALSE,clean,synthetic_wisesight_like_hard,th
eff61834-2535-4dac-8d33-51f142790610,การใช้งานไม่แย่ แต่อย่างนึงก็ไม่ได้ดีขนาดนั้น ยังตัดสินไม่ได้,platform,Neutral,FALSE,clean,synthetic_wisesight_like_hard,th
570f97e5-b6c0-4636-a5b4-a2c027fd957c,ความคุ้มค่ากลางๆ,product,Neutral,FALSE,clean,synthetic_wisesight_like_hard,th
6f788078-9883-4d62-a6af-656290eb0e36,ชอบประสบการณ์นะ งงมาก นะ 🙂,platform,Positive,FALSE,clean,synthetic_wisesight_like_hard,th
649f30e9-fb67-49ce-bd83-e3a44b3a460c,ความคุ้มค่าแบบนี้โอเค้จิงเหรอ แต่อย่างนึงรู้สึกไม่ค่อยใช่ ยังตัดสินไม่ได้ ถือว่าได้ แหละ 🤔,product,Neutral,FALSE,noisy,synthetic_wisesight_like_hard,th
ef12262f-6508-4890-96e7-caf7dce51cb2,แอปยังไม่ชัดเจน เหมือนจะ 🤔,platform,Neutral,FALSE,clean,synthetic_wisesight_like_hard,th
064802a2-c7a4-4cca-9ea7-e90d9d460702,ความคุ้มค่ากลางๆ เอาเถอะ,product,Neutral,FALSE,clean,synthetic_wisesight_like_hard,th
37f84d51-0e0f-4708-acc1-436dfbc7cd5b,การดูแลกลางๆ 🤔,service,Neutral,FALSE,clean,synthetic_wisesight_like_hard,th
8b725656-6730-4989-ab5e-71d224eb5e7e,เก่งมากเลยนะ ระบบโอเค้มาก ✨,platform,Positive,TRUE,noisy,synthetic_wisesight_like_hard,th
a1b62dfb-4cd4-48f9-9d8a-a9432b6966f3,การตอบกลับดีกว่าเดิมนิดนึง แต่ว่ายังไม่สุด สรุปคือไม่โอเค,service,Negative,FALSE,clean,synthetic_wisesight_like_hard,th
83a42ced-f1a7-4bfb-98f1-76b9a1650a00,สุดยอดเลยค่ะ ประสบการณ์โอเคนะ แต่อย่างนึงสภาพกล่องแรงไปหน่อย ยังตัดสินไม่ได้,platform,Neutral,TRUE,clean,synthetic_wisesight_like_hard,th
d54340fe-a3d0-4e6b-981a-dbcbf6bd4e86,ดีมากกก ชอบสินค้านะ,product,Positive,TRUE,clean,synthetic_wisesight_like_hard,th
44c0c10c-153f-40a9-a00a-9a70e736c365,วัสดุดีนะ ทว่า สินค้ายังต้องปรับ มากๆ ก็พอได้อยู่ ถือว่าได้ 🫠,product,Neutral,FALSE,clean,synthetic_wisesight_like_hard,th
2bf252d5-a96d-46d6-8dcf-c5465b36ff35,ผิดหวังกับวัสดุ 😤,product,Negative,FALSE,noisy,synthetic_wisesight_like_hard,th
98f23756-00d6-4e0e-980b-2d2fda98d288,ความใส่ใจไม่แย่ ทว่าก็ไม่ได้ดีขนาดนั้น สรุปคือพอใจนะ เอาเถอะ,service,Positive,FALSE,clean,synthetic_wisesight_like_hard,th
b07e4dbd-f4dd-497a-a6f3-f6933f719d38,ความใส่ใจแบบนี้โอเคจริงเหรอ ทว่ารู้สึกไม่ค่อยใช่ คงไม่ใช้ต่อ,service,Negative,FALSE,clean,synthetic_wisesight_like_hard,th
a9fd9fd4-3a50-4b4f-884e-6cd8cbd45013,บริการไม่แย่ แต่ก็ก็ไม่ได้ดีขนาดนั้น เดี๋ยวค่อยดูอีกที 😐,service,Neutral,FALSE,clean,synthetic_wisesight_like_hard,th
2631c3b7-e168-4042-9e29-fda64f56d794,การแจ้งเตือนโอเคนะ แต่ก็ประสบการณ์แรงไปหน่อย โดยรวมยังชอบอยู่,delivery,Positive,FALSE,clean,synthetic_wisesight_like_hard,th
86bdf5d9-ea6c-44af-9dad-3ccec4973ac5,สินค้าดีเกินคาด 🤔,product,Positive,FALSE,clean,synthetic_wisesight_like_hard,th
9b132162-950a-4c6d-96ba-463a85e2fca8,แอปยังไม่ชัดเจน,platform,Neutral,FALSE,clean,synthetic_wisesight_like_hard,th
568d3677-44d6-4ad9-9260-7f44a5e39628,การชำระเงินกลางๆ งงมาก มั้ง,platform,Neutral,FALSE,clean,synthetic_wisesight_like_hard,th
bc4d1f94-6aff-4fca-85d6-ac4c25f77381,บริการโอเคม้าก แหละ 🤔,service,Positive,FALSE,noisy,synthetic_wisesight_like_hard,th
64765bcf-cc87-4d1c-9dc6-34316f0c503c,จัดส่งพอใช้ได้,delivery,Neutral,FALSE,clean,synthetic_wisesight_like_hard,th
0c200cda-4781-4a3b-9e6f-3184be19d405,ความรวดเร็วโอเค้นะ แต่คือแอปแรงไปหน่อย รวมๆคือโอเค้ม้าก 😒,delivery,Positive,FALSE,noisy,synthetic_wisesight_like_hard,th
a7ebd43c-0349-4c41-b40d-f7f427968596,ราคาแบบนี้โอเคจริงเหรอ แต่อย่างนึงรู้สึกไม่ค่อยใช่ สรุปคือพอใจนะ,product,Positive,FALSE,clean,synthetic_wisesight_like_hard,th
27fe68d1-e493-4449-b7ef-9c9a3f21cf54,สภาพกล่องโอเคมาก 😊,delivery,Positive,FALSE,clean,synthetic_wisesight_like_hard,th
e12734a8-a276-4fce-a1e1-cd12c22b6cee,ระบบดีนะ แต่ การใช้งานยังต้องปรับ ม้ากๆ รวมๆคือโอเค้ม้าก 🙂,platform,Positive,FALSE,noisy,synthetic_wisesight_like_hard,th
da500807-45da-4848-a596-ba3045866f90,แพ็กของโอเคมาก,delivery,Positive,FALSE,clean,synthetic_wisesight_like_hard,th
5d289907-cada-4d12-ba23-3af6ee970c79,สุดยอดเรยค่ะ ความรวดเร็วดีกว่าเดิมนิดนึง แต่อย่างนึงยังไม่สุด รวมๆไม่ผ่าน 🙄,delivery,Negative,TRUE,noisy,synthetic_wisesight_like_hard,th
b1300a1f-4aa3-4f0a-8af6-5d3c841173b8,การแจ้งเตือนไม่แย่ แต่ก็ไม่ได้ดีขนาดนั้น รวมๆคือโอเคมาก 😊,delivery,Positive,FALSE,clean,synthetic_wisesight_like_hard,th
07ac0be4-3904-4365-8051-a531f51d16af,ดีมากกก การตอบกลับพอใช้ได้,service,Neutral,TRUE,clean,synthetic_wisesight_like_hard,th
86b210dd-68ac-47b0-bd93-aecceea98f96,แพ็กของไม่แย่ แต่ก็ก็ไม่ได้ดีขนาดนั้น รวมๆคือโอเคมาก,delivery,Positive,FALSE,clean,synthetic_wisesight_like_hard,th
3d36cc78-9247-4677-9c9d-5d9fbadee18d,สินค้าไม่แย่ แต่ก็ก็ไม่ได้ดีขนาดนั้น เดี๋ยวค่อยดูอีกที 🫠,product,Neutral,FALSE,clean,synthetic_wisesight_like_hard,th
d50e36a2-ce07-48ad-85fc-21d486bcabc9,แอปดีนะ แต่อย่างนึง แอปยังต้องปรับ สุดๆ โดยรวมยังชอบอยู่ เฉยๆ,platform,Positive,FALSE,clean,synthetic_wisesight_like_hard,th
c3103f51-aa43-49bf-9067-d014842a0f1e,การดูแลดีกว่าเดิมนิดนึง แต่อย่างนึงยังไม่สุด เดี๋ยวค่อยดูอีกที เอาเถอะ,service,Neutral,FALSE,clean,synthetic_wisesight_like_hard,th
49b93a8e-be94-489d-b198-b3c51ca3caca,สภาพกล่องดีนะ ทว่า ความรวดเร็วยังต้องปรับ อย่างแรง ก็พอได้อยู่ ✨,delivery,Neutral,FALSE,clean,synthetic_wisesight_like_hard,th
f50f2b1e-26dc-4f89-b5a1-d9520b6714d8,wow เก่งจัง สภาพกล่องไม่โอเค แม่ง,delivery,Negative,TRUE,clean,synthetic_wisesight_like_hard,th
47c409ef-f533-4016-9baa-34270d6fd0fd,การตอบกลับกลางๆ เฉยๆ 🤔,service,Neutral,FALSE,clean,synthetic_wisesight_like_hard,th
08f38608-1354-46c8-a959-93d4dd16de86,บริการดีนะ ทว่า การตอบกลับยังต้องปรับ มากๆ โดยรวมยังชอบอยู่,service,Positive,FALSE,clean,synthetic_wisesight_like_hard,th
959339c0-2681-465f-afc8-316426e7c26b,จัดส่งดีนะ แต่คือ สภาพกล่องยังต้องปรับ โคตร โดยรวมยังชอบอยู่ 👍,delivery,Positive,FALSE,clean,synthetic_wisesight_like_hard,th
5b30a0c1-7022-4674-922b-3bd3f307ee3d,ระบบแบบนี้โอเคจริงเหรอ ทว่ารู้สึกไม่ค่อยใช่ สรุปคือพอใจนะ 👍,platform,Positive,FALSE,clean,synthetic_wisesight_like_hard,th
8e298315-d5d9-4c3b-a39a-ea6f57fac4ff,ผิดหวังกับราคา,product,Negative,FALSE,clean,synthetic_wisesight_like_hard,th
438423ad-dbd0-47c1-bc05-d37d38133411,ความคุ้มค่าเหมือนจะดีขึ้น แต่ว่ายังงงๆอยู่ รวมๆคือโอเคมาก ก็ว่าอยู่ 😒,product,Positive,FALSE,noisy,synthetic_wisesight_like_hard,th
ab340240-8c40-4d9f-a02b-b7e1849bc549,wow เก่งจัง การแจ้งเตือนยังไม่ชัดเจน,delivery,Neutral,TRUE,clean,synthetic_wisesight_like_hard,th
efeba5d4-c88a-40b4-9e40-7677d9d347cb,ความใส่ใจไม่แย่ ทว่าก็ไม่ได้ดีขนาดนั้น เดี๋ยวค่อยดูอีกที,service,Neutral,FALSE,clean,synthetic_wisesight_like_hard,th
008a5d05-8a87-4021-8023-6a2ca637797c,การแจ้งเตือนดีนะ แต่ก็ การแจ้งเตือนยังต้องปรับ สุดๆ เดี๋ยวค่อยดูอีกที,delivery,Neutral,FALSE,clean,synthetic_wisesight_like_hard,th
fef17675-acad-4f92-b6b0-981e96ee46ad,แพ็กของดีเกินคาด ถือว่าได้ เหมือนจะ 😊ๆๆ,delivery,Positive,FALSE,clean,synthetic_wisesight_like_hard,th
4545a919-7d36-4335-ae52-4e846b45e557,wow เก่งจัง ชอบการแจ้งเตือนนะ,delivery,Positive,TRUE,clean,synthetic_wisesight_like_hard,th
4744f8bd-66f3-4fa0-8c83-54cdec5619a1,สภาพกล่องดีนะ แต่อย่างนึง จัดส่งยังต้องปรับ มากๆ รวมๆไม่ผ่าน ฟีลแบบ,delivery,Negative,FALSE,clean,synthetic_wisesight_like_hard,th
f75cc092-2bc0-4bc9-9705-55fbdb113ac8,wow เก่งจัง บริการแย่กว่าที่คิด ก็ได้อยู่,service,Negative,TRUE,clean,synthetic_wisesight_like_hard,th
ffeb52ad-40ea-410f-adc0-9fcca0d28140,แอปไม่โอเค นะ 🤦,platform,Negative,FALSE,noisy,synthetic_wisesight_like_hard,th
9043a14a-fd9c-4d6f-9a80-221672351bb9,บริการควรปรับปรุง,service,Negative,FALSE,clean,synthetic_wisesight_like_hard,th
a1b2b993-3fd0-44d3-a17d-773493fc8bba,จัดส่งโอเคนะ แต่อย่างนึงระบบแรงไปหน่อย คงไม่ใช้ต่อ,delivery,Negative,FALSE,clean,synthetic_wisesight_like_hard,th
87828874-df5b-4299-a1fd-317dcb60e022,ความใส่ใจพอใช้ได้ งงมาก,service,Neutral,FALSE,clean,synthetic_wisesight_like_hard,th
1c2f4201-8a39-4a5e-a1b7-6b358f6118c2,สภาพกล่องดีนะ แต่ว่า การแจ้งเตือนยังต้องปรับ เกิ๊น รวมๆคือโอเคมาก,delivery,Positive,FALSE,clean,synthetic_wisesight_like_hard,th
7b0aad47-d77e-41cf-a449-843f9ad85d2a,ผิดหวังกับการแจ้งเตือน,delivery,Negative,FALSE,clean,synthetic_wisesight_like_hard,th
eed53dc9-2783-4d8c-a5f6-7e3bdeeda0c8,แอปดีกว่าเดิมนิดนึง ทว่ายังไม่สุด คงไม่ใช้ต่อ ถือว่าได้ 🙄,platform,Negative,FALSE,noisy,synthetic_wisesight_like_hard,th
77df7afb-b8a5-468d-8746-2254e51880bb,จัดส่งแย่กว่าที่คิด แม่ง 👍,delivery,Negative,FALSE,clean,synthetic_wisesight_like_hard,th
d88faa59-7901-45ea-b6f0-7c14db9224e5,แพ็กของดีกว่าเดิมนิดนึง แต่ก็ยังไม่สุด สรุปคือพอใจนะ,delivery,Positive,FALSE,clean,synthetic_wisesight_like_hard,th
08d867fa-d4ae-4088-8090-a06965df95b0,เก่งมากเลยนะ ความคุ้มค่าดีนะ แต่อย่างนึง ความคุ้มค่ายังต้องปรับ เกิ๊น รวมๆคือโอเคมาก มั้ง 😊,product,Positive,TRUE,clean,synthetic_wisesight_like_hard,th
8e56b71f-a1df-4737-bca2-0ac61b0dbd8d,คุณภาพโอเคมาก,product,Positive,FALSE,clean,synthetic_wisesight_like_hard,th
5d77477f-593c-427a-80e5-d672454e11cb,ประสบการณ์ดีกว่าเดิมนิดนึง แต่อย่างนึงยังไม่สุด ก็พอได้อยู่,platform,Neutral,FALSE,clean,synthetic_wisesight_like_hard,th
7445973d-2f9d-4dd9-992f-5ed2a3eeb1b3,ชอบความรวดเร็วนะ,delivery,Positive,FALSE,clean,synthetic_wisesight_like_hard,th
057fda9c-33fc-4f47-b78b-7cd9af375640,การดูแลแบบนี้โอเค้จริงเหรอ แต่อย่างนึงรู้สึกไม่ค่อยใช่ สรุปคือไม่โอเค้ 🤦,service,Negative,FALSE,noisy,synthetic_wisesight_like_hard,th
651c85fd-0cb2-40e0-b666-2b7e346da060,ชอบระบบนะ 😊,platform,Positive,FALSE,clean,synthetic_wisesight_like_hard,th
142c22cc-da24-4aea-9ab6-f5478233de26,wow เก่งจัง ราคาพอใช้ได้ 🙄,product,Neutral,TRUE,noisy,synthetic_wisesight_like_hard,th
11ec4ced-df59-4530-b0f5-c26e3886eddd,คุณภาพก็โอเค,product,Neutral,FALSE,clean,synthetic_wisesight_like_hard,th
6f231f64-628c-4db8-a977-ec63d9af4524,ประสบการณ์ยังไม่ชัดเจน ก็ได้อยู่ 😤,platform,Neutral,FALSE,noisy,synthetic_wisesight_like_hard,th
d706e9c9-9483-4f88-8346-bb13b497ab32,wow เก่งจัง ประสบการณ์ไม่แย่ ทว่าก็ม่ายด้ายดีขนาดนั้น คงไม่ใช้ต่อ,platform,Negative,TRUE,clean,synthetic_wisesight_like_hard,th
96782452-1384-4f54-b050-ba7dff05bd0d,บริการดีนะ ทว่า การตอบกลับยังต้องปรับ เกิ๊น สรุปคือไม่โอเค โอเคอยู่ แหละ 😒,service,Negative,FALSE,noisy,synthetic_wisesight_like_hard,th
e5ac19c7-a471-4d85-bff4-c32245ba08cf,ถือว่าสินค้าทำได้ดี ประมาณนั้น 😊,product,Positive,FALSE,clean,synthetic_wisesight_like_hard,th
8cd1f009-7777-4e45-a78f-e4ce2e43490c,การชำระเงินดีกว่าเดิมนิดนึง แต่ว่ายังไม่สุด สรุปคือพอใจนะ 👍,platform,Positive,FALSE,clean,synthetic_wisesight_like_hard,th
73d3ce65-9337-4826-82c0-f295582a6243,ความรวดเร็วแย่กว่าที่คิด,delivery,Negative,FALSE,clean,synthetic_wisesight_like_hard,th
a4ef8fd7-4827-4493-802d-467ffcaf0ed2,การแจ้งเตือนเหมือนจะดีขึ้น แต่อย่างนึงยังงงๆอยู่ โดยรวมยังชอบอยู่ นะ 😐,delivery,Positive,FALSE,clean,synthetic_wisesight_like_hard,th
262728df-a954-43bc-bed9-cebf59e8f7c0,ความใส่ใจไม่แย่ แต่อย่างนึงก็ม่ายด้ายดีขนาดนั้น สรุปคือไม่โอเค้ เหมือนจะ 🤦,service,Negative,FALSE,noisy,synthetic_wisesight_like_hard,th
7b3fce3f-ce80-4f51-b5af-e4a412028a24,แพ็กของแย่กว่าที่คิด ฟีลแบบ ก็ได้อยู่,delivery,Negative,FALSE,clean,synthetic_wisesight_like_hard,th
97f6756e-5384-43a1-9df8-6c71d5e6c842,แพ็กของควรปรับปรุง,delivery,Negative,FALSE,clean,synthetic_wisesight_like_hard,th
eb3051e5-9098-4cee-b579-55a264e87dce,สุดยอดเลยค่ะ วัสดุโอเคม้าก ฟีลแบบ แหละ,product,Positive,TRUE,noisy,synthetic_wisesight_like_hard,th
1eba281e-2f4d-4188-bfe3-0f0192592829,ราคาเหมือนจะดีขึ้น ทว่ายังงงๆอยู่ สรุปคือไม่โอเค ถือว่าได้ 😒,product,Negative,FALSE,noisy,synthetic_wisesight_like_hard,th
a8b7a0d9-bb2d-44db-9afd-353b63fa5170,ดีมากกก แอปดีนะ แต่อย่างนึง แอปยังต้องปรับ เกิ๊น รวมๆคือโอเคมาก นะ 😊,platform,Positive,TRUE,clean,synthetic_wisesight_like_hard,th
